source,description,description_clean,unit_clean,quantity,rate,material,grade,thickness_mm,thickness_assumed,emission_factor,ef_unit,ef_source,ef_label,cci,cci_label,cci_outlier,extr_method,prop_grade
Eco,Floor -1,floor 1,m2,5879.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -2,floor 2,m2,4677.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -3,floor 3,m2,3798.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -4,floor 4,m2,3798.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -5,floor 5,m2,3798.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -6,floor 6,m2,4927.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -7,floor 7,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -8,floor 8,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -9,floor 9,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -10,floor 10,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -11,floor 11,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -12,floor 12,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -13,floor 13,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -14,floor 14,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -15,floor 15,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -16,floor 16,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -17,floor 17,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -18,floor 18,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -19,floor 19,m2,4923.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -20,floor 20,m2,1110.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -21,floor 21,m2,566.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Floor -22,floor 22,m2,566.0,,flooring,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,STP - External walls,stp external walls,m2,880.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,UG Sump - External walls,ug sump external walls,m2,842.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Retaining wall - External walls,retaining wall external walls,m2,3721.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Lift base slab internal & Walls of Internal+ External,lift base slab internal walls of internal external,m2,999.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,"5. Internal Side Waterproofing: Providing and applying two coats of acrylic based  polymer  modified  cementitious  waterproof   coating  over   prepared   surface with necessary primer coat as per the manufacturer recommendations.Removing   all   surface laitance   and contamination free from loose aggregate or other sharp protrusions with fairly smooth finish by wire brush and grinding method and surface shall be damped with Water  for application of  waterproof coating .
6.Waterproofing coating shall contain a liquid polymer component and a cementitious powder component which  shall  be  mixed  as  per  manufacturer's   instructions  and  applied  over prepared concrete surface strictly maintaining the coverage & thickness of minimum 1.2 mm or as specified  by  the  manufacturer whichever is more . The  applied  material  of  Waterproofing  coating  should  have a Pull off adhesion of greater than 1N/mm2 as per ASTM-04541 and static crack accommodation  of  1mm according to ASTM-C836.  Complete as per the vendors methodology approved by consultants / clients.
Cost to include necessary grouting of porous areas, Haunching at the junction of floor and walls, termination at the ends etc, supply and spraying 2.36mm sieved sand on the coating while it is wet to aid bonding complete. 
Ponding tests for a period of 48 hours should be conducted post protective layer to ensure water tightness.
Treatment  shall  be  provided  from  standard  manufacturers  like  BASF,  SIKA, FOSROC or equivalent.",5 internal side waterproofing providing and applying two coats of acrylic based polymer modified cementitious waterproof coating over prepared surface with necessary primer coat as per the manufacturer recommendations removing all surface laitance and contamination free from loose aggregate or other sharp protrusions with fairly smooth finish by wire brush and grinding method and surface shall be damped with water for application of waterproof coating 6 waterproofing coating shall contain a liquid polymer component and a cementitious powder component which shall be mixed as per manufacturer s instructions and applied over prepared concrete surface strictly maintaining the coverage thickness of minimum 1 or as specified by the manufacturer whichever is more the applied material of waterproofing coating should have a pull off adhesion of greater than 1n mm2 as per astm 04541 and static crack accommodation of according to astm c836 complete as per the vendors methodology approved by consultants clients cost to include necessary grouting of porous areas haunching at the junction of floor and walls termination at the ends etc supply and spraying 2 sieved sand on the coating while it is wet to aid bonding complete ponding tests for a period of 48 hours should be conducted post protective layer to ensure water tightness treatment shall be provided from standard manufacturers like basf sika fosroc or equivalent,unknown,343.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,keyword,
Eco,"Protective layer(Horizontal) :  Providing & Laying M15 grade screed concrete to required slope admix with integral waterproofing compound Conplast WL  of FOSROC make or Equivalent at the dosage of 125ml/bag of cement over waterproofing layer to a minimum thickness of 50mm or as per site requirement, complete. Treatment shall be provided from standard manufacturers like BASF, SIKA, FOSROC or equivalent.",protective layer horizontal providing laying m15 grade screed concrete to required slope admix with integral waterproofing compound conplast wl of fosroc make or equivalent at the dosage of 125ml bag of cement over waterproofing layer to a minimum thickness of or as per site requirement complete treatment shall be provided from standard manufacturers like basf sika fosroc or equivalent,m2,1615.0,,concrete,M15,50.0,True,13.405,kgCO2e/m2,ICE V4.1 Concrete CEM I M15 × 50mm,has_ef,,predict_cci,False,keyword,M15
Eco,"Protective Layer (Vertical): Rendering plastering to internal wall surfaces by 12mm thk in CM 1:4 with waterproofing admixtures as per manufacturer's specifications and clients approval, curing etc. complete.Treatment shall be provided from standard manufacturers like BASF, SIKA, FOSROC or equivalent.",protective layer vertical rendering plastering to internal wall surfaces by thk in cm 1 4 with waterproofing admixtures as per manufacturer s specifications and clients approval curing etc complete treatment shall be provided from standard manufacturers like basf sika fosroc or equivalent,m2,343.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,keyword,M15
Eco,"WATER TANKS OF STP:
Providing and applying Coal tar epoxy coating 2 coats in X&Y direction as per the manufacturer recommendations over the plastered surface in STP raw water tanks to avoid the chemical reaction with water proof coating surface.Coal tar epoxy coating shall be applied to achieve a DFT of 300microns over two coats or as mentioned in the TDS of the material used whichever is higher. Treatment shall be provided from standard manufacturers like BASF, SIKA, FOSROC or equivalent.",water tanks of stp providing and applying coal tar epoxy coating 2 coats in x y direction as per the manufacturer recommendations over the plastered surface in stp raw water tanks to avoid the chemical reaction with water proof coating surface coal tar epoxy coating shall be applied to achieve a dft of 300microns over two coats or as mentioned in the tds of the material used whichever is higher treatment shall be provided from standard manufacturers like basf sika fosroc or equivalent,m2,174.0,,concrete,M15,75.0,True,20.1075,kgCO2e/m2,ICE V4.1 Concrete CEM I M15 × 75mm,has_ef,,predict_cci,False,section_context,M15
Eco,UG Sump - Internal,ug sump internal,m2,3081.0,,plaster,,,False,0.238,kgCO2e/kg,"ICE V4.1 — Plaster, Plasterboard",has_ef,,predict_cci,False,section_context,
Eco,STP - Internal,stp internal,m2,2947.0,,plaster,,,False,0.238,kgCO2e/kg,"ICE V4.1 — Plaster, Plasterboard",has_ef,,predict_cci,False,section_context,
Eco,OHT - Internal,oht internal,m2,2322.0,,plaster,,,False,0.238,kgCO2e/kg,"ICE V4.1 — Plaster, Plasterboard",has_ef,,predict_cci,False,section_context,
Eco,"Construction joints in Grade slab and foundations at UGT, STP  olny (10mm x20mm ) ",construction joints in grade slab and foundations at ugt stp olny x20mm,m,1990.0,,plaster,,,False,0.238,kgCO2e/kg,"ICE V4.1 — Plaster, Plasterboard",has_ef,,predict_cci,False,section_context,
Eco,Construction joints in Retaining wall and Water Retaining Structures (10mm x20mm ) ,construction joints in retaining wall and water retaining structures x20mm,m,840.0,,plaster,,,False,0.238,kgCO2e/kg,"ICE V4.1 — Plaster, Plasterboard",has_ef,,predict_cci,False,section_context,
Eco,Toilets ,toilets,m2,8823.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Balcony,balcony,m2,6650.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,
Eco,Part-A - Waterproofing as per above specification,part a waterproofing as per above specification,m2,4267.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,keyword,M15
Eco,Part-B - Protective Plaster as per above specification,part b protective plaster as per above specification,m2,4267.0,,concrete,M15,75.0,True,20.1075,kgCO2e/m2,ICE V4.1 Concrete CEM I M15 × 75mm,has_ef,,predict_cci,False,section_context,M15
Eco,Part-C - Cinder Filling as per above specification,part c cinder filling as per above specification,m3,212.0,,excavation,,,False,,,,no_ice_ef,,no_ef_no_cci,False,keyword,M15
Eco,Part-D - Screed concrete as per above specification,part d screed concrete as per above specification,m2,4267.0,,concrete,M15,75.0,True,20.1075,kgCO2e/m2,ICE V4.1 Concrete CEM I M15 × 75mm,has_ef,,predict_cci,False,keyword,M15
Eco,"Supply, fixing and testing of 40 mm dia  PVC pipes(6kg/sqcm) conforming to IS 4985 above the protective screed level at sunken slabs to drain out the collected water if any with solvent cement joints, including all the fittings in sunken slabs to the nearby shaft. The quoted rate to include necessary borepacking around the pipes and supports such as hanger supports, grip bolts, clamps etc., complete.",supply fixing and testing of dia pvc pipes 6kg sqcm conforming to is 4985 above the protective screed level at sunken slabs to drain out the collected water if any with solvent cement joints including all the fittings in sunken slabs to the nearby shaft the quoted rate to include necessary borepacking around the pipes and supports such as hanger supports grip bolts clamps etc complete,m,1100.0,,pipe,,,False,,,,no_ice_ef,,no_ef_no_cci,False,keyword,M15
Eco,"Single component pure polyurethane based  elastomeric seamless liquid applied membrane:
1.Before starting waterproofing  works the surface of  the slab should  be  made free of any loose particles, vegetation, grease or oily matters etc.treating all surface cracks, construction joints and honey combs by grouting with specialised nonshrink grout, injection grouting through nozzles, haunching the corners,bore packing and grouting the annular space between pipe and concrete as specified by approved vendor and preparation of surface in all aspects to receive the waterproofing  Ponding test should be conducted for a period of 72 hours to ensure that there is no leakage from the slab.Any damp spots on  the slab should  be  attended  by grouting  cement  mixed  with  flow  enhancers  like Cebex-100 or equivalent until the leak or dampness is arrested. 
2.After treating  the  surface as mentioned  above apply liquid applied,  high performance, pure polyurethane based, single component,  low VOC, elastomeric, seamless, moisture curing, waterproof membrane, applied in 2 coats with roller / airless spray,(As required  by the manufacturer specifications but minimum thickness (DFT) shall pass 1.5 mm) with  over 400% elongation and sufficient puncture resistance and anti-root penetration capacity over one coat of compatible primer at a coverage as per the manufacturer's recommendation . The spray applied membrane should be seamless, free of any holes. Overlap   should   be   as   per manufacturer specifications.
3. When spray applied or brush coated procedure is adopted, the coverage of the material should be noted on a daily basis and to be submitted to client. 
4.At the expansion joints and termination, the detailing for the membrane application shall be submitted to the PIC/QA approval prior to commencing the work.
5.The PU waterproofing membrane should be extended 300mm above FFL on the vertical surface and tucked into the wall by making a groove.
6.Ponding tests for 72 hours should be conducted after the completion of application of membrane to ensure water tightness.
7.Treatment shall be provided from standard manufacturers like FOSROC,BASF,SIKA / Equivalent.
8.Thereafter Providing and laying 250 GSM non woven polypropylene geotextile for horizontal surface.
9.Sand sprinkle to be given for vertical wall surface over the PU waterproof coating to make proper mechanical key for bonding the plaster surface using special bonding agents .
Note: Plan area shall be the mode of measurement.",single component pure polyurethane based elastomeric seamless liquid applied membrane 1 before starting waterproofing works the surface of the slab should be made free of any loose particles vegetation grease or oily matters etc treating all surface cracks construction joints and honey combs by grouting with specialised nonshrink grout injection grouting through nozzles haunching the corners bore packing and grouting the annular space between pipe and concrete as specified by approved vendor and preparation of surface in all aspects to receive the waterproofing ponding test should be conducted for a period of 72 hours to ensure that there is no leakage from the slab any damp spots on the slab should be attended by grouting cement mixed with flow enhancers like cebex 100 or equivalent until the leak or dampness is arrested 2 after treating the surface as mentioned above apply liquid applied high performance pure polyurethane based single component low voc elastomeric seamless moisture curing waterproof membrane applied in 2 coats with roller airless spray as required by the manufacturer specifications but minimum thickness dft shall pass 1 with over 400 elongation and sufficient puncture resistance and anti root penetration capacity over one coat of compatible primer at a coverage as per the manufacturer s recommendation the spray applied membrane should be seamless free of any holes overlap should be as per manufacturer specifications 3 when spray applied or brush coated procedure is adopted the coverage of the material should be noted on a daily basis and to be submitted to client 4 at the expansion joints and termination the detailing for the membrane application shall be submitted to the pic qa approval prior to commencing the work 5 the pu waterproofing membrane should be extended above ffl on the vertical surface and tucked into the wall by making a groove 6 ponding tests for 72 hours should be conducted after the completion of application of membrane to ensure water tightness 7 treatment shall be provided from standard manufacturers like fosroc basf sika equivalent 8 thereafter providing and laying 250 gsm non woven polypropylene geotextile for horizontal surface 9 sand sprinkle to be given for vertical wall surface over the pu waterproof coating to make proper mechanical key for bonding the plaster surface using special bonding agents note plan area shall be the mode of measurement,m2,14786.0,,tile,,,False,0.796,kgCO2e/kg,ICE V4.1 — Ceramic Tile,has_ef,,predict_cci,False,keyword,
Eco,"For Tiling Area:
Providing & Laying average 75mm THK protective screed of M15 grade with slope 1:120 or as per approved GFC containing 12 mm downsize aggregates, 100% virgin polypropylene fibers @ 0.9 Kg per Cu.m  well compacted, to be broom finish to receive tiling, curing for 7 days, Screed to be laid in panels of 4m wide not more than 200sqm using alternate panel method and the control joints shall be provided for every 16 sqm, 10mm X 100mm  thermocol to be placed at the peripheral corners prior to laying screed and later 10 mm wide X 30 mm deep thermocol to be removed from screed top  and to be filled with ShaliTex Bitumen Based Sealing Compound or Equivalent. Construction joint treatment to be ensured in the Screed panels etc. complete. 
On vertical surface : Providing and laying  12 mm thick protective plaster on the wall in cement mortar (1:4),including mixing integral waterproofing compound as per manufacturer specifications including bonding agent.
Measurements shall be considered as floor area only.
NOTE: Only Plan areas shall be considered and necessary shop drawings shall be submitted by contractor for consultants/client approval prior to execution.",for tiling area providing laying average thk protective screed of m15 grade with slope 1 120 or as per approved gfc containing downsize aggregates 100 virgin polypropylene fibers 0 9 kg per cu m well compacted to be broom finish to receive tiling curing for 7 days screed to be laid in panels of 4m wide not more than 200sqm using alternate panel method and the control joints shall be provided for every 16 sqm x thermocol to be placed at the peripheral corners prior to laying screed and later wide x deep thermocol to be removed from screed top and to be filled with shalitex bitumen based sealing compound or equivalent construction joint treatment to be ensured in the screed panels etc complete on vertical surface providing and laying thick protective plaster on the wall in cement mortar 1 4 including mixing integral waterproofing compound as per manufacturer specifications including bonding agent measurements shall be considered as floor area only note only plan areas shall be considered and necessary shop drawings shall be submitted by contractor for consultants client approval prior to execution,m2,13987.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,keyword,M15
Eco,"For Non Tiling Area (Screed concrete as final finish):
Providing & Laying average 75mm THK protective screed of M15 grade with slope 1:150 or 1:100 as per approved GFC containing 12 mm downsize aggregates, 100% virgin polypropylene fibers @ 0.9 Kg per Cu.m with a smooth finish, well compacted, curing for 7 days etc. complete. 10mm X 100mm  thermocol to be placed at the peripheral corners prior to laying screed and later 10 mm wide X 30 mm deep thermocol to be removed from screed top  and to be filled with ShaliTex Bitumen Based Sealing Compound or Equivalent. The screed shall be finished with checkered marking of 600 mm x 600mm using 3 mm thread and panels of 3000mm X 3000mm shall be formed by saw cut groove of size 6 mm wide X 30 mm deep (with in 20 hrs time) which then filled with ShaliTex Bitumen Based Sealing Compound by covering either sides neatly with masking tape to avoid spillages,etc., clean and complete. 
On vertical surface : Providing and laying  12 mm thick protective plaster on the wall in cement mortar (1:4), including mixing integral waterproofing compound as per manufacturer specifications including bonding agent.
Measurements shall be considered as floor area only.
NOTE: Only Plan areas shall be considered and necessary shop drawings shall be submitted by contractor for consultants/client approval prior to execution.
Note: Plan area shall be the mode of measurement.",for non tiling area screed concrete as final finish providing laying average thk protective screed of m15 grade with slope 1 150 or 1 100 as per approved gfc containing downsize aggregates 100 virgin polypropylene fibers 0 9 kg per cu m with a smooth finish well compacted curing for 7 days etc complete x thermocol to be placed at the peripheral corners prior to laying screed and later wide x deep thermocol to be removed from screed top and to be filled with shalitex bitumen based sealing compound or equivalent the screed shall be finished with checkered marking of x using thread and panels of x shall be formed by saw cut groove of size wide x deep with in 20 hrs time which then filled with shalitex bitumen based sealing compound by covering either sides neatly with masking tape to avoid spillages etc clean and complete on vertical surface providing and laying thick protective plaster on the wall in cement mortar 1 4 including mixing integral waterproofing compound as per manufacturer specifications including bonding agent measurements shall be considered as floor area only note only plan areas shall be considered and necessary shop drawings shall be submitted by contractor for consultants client approval prior to execution note plan area shall be the mode of measurement,m2,801.0,,concrete,M15,75.0,False,20.1075,kgCO2e/m2,ICE V4.1 Concrete CEM I M15 × 75mm,has_ef,,predict_cci,False,keyword,M15
Eco,"Providing  & Laying  clay Tiles as per IS 1478:1992 of size  200  X 200mm  size , 20mm  thick  of   1st  class  quality  in  approved colors/shades   to  floor  in  required  position set  on  bed  of  cement  mortar  1:4  (1 Cement  : 4  Manufactured   Sand)  of minimum  30mm  thk to required slopes as per drawing including cement slurry matching the staggered design patterns, Joints to run horizontally and vertically with 10 mm spacers, leveling, lining, grouting the joints with greycement mxed grouts or equivalent grouting prigments added to match the colour of the tile or contrast to tile as per specifications from drawings, rubbing, washing, curing, cleaning and protecting finished surface from scratches, damage,stains and other damages at level with POP over bubbled polythene sheet or equivalent etc., complete.  10mm X 20mm  thermocol to be placed at the peripheral corners prior to laying screed and later 10 mm wide X 30 mm deep thermocol to be removed from tile top level and to be filled with ShaliTex Bitumen Based Sealing Compound or Equivalent.",providing laying clay tiles as per is 1478 1992 of size 200 x size thick of 1st class quality in approved colors shades to floor in required position set on bed of cement mortar 1 4 1 cement 4 manufactured sand of minimum thk to required slopes as per drawing including cement slurry matching the staggered design patterns joints to run horizontally and vertically with spacers leveling lining grouting the joints with greycement mxed grouts or equivalent grouting prigments added to match the colour of the tile or contrast to tile as per specifications from drawings rubbing washing curing cleaning and protecting finished surface from scratches damage stains and other damages at level with pop over bubbled polythene sheet or equivalent etc complete x thermocol to be placed at the peripheral corners prior to laying screed and later wide x deep thermocol to be removed from tile top level and to be filled with shalitex bitumen based sealing compound or equivalent,m2,10991.0,,tile,,,False,0.796,kgCO2e/kg,ICE V4.1 — Ceramic Tile,has_ef,,predict_cci,False,keyword,
Eco,"Providing  & Laying  sloped clay Tile skirting  of 200mm x 200mm per IS 1478:1992 , 20mm  thick  of   1st  class  quality  in  approved colors/shades   to  floor  in  required  position set  on  bed  of  cement  mortar  1:4  (1 Cement  : 4  Manufactured   Sand)  of minimum  30mm  thk to required slopes as per drawing incl cement slurry matching the design patterns, Joints to run vertically with 10 mm spacers, leveling, lining, grouting the joints with greycement mixed grouts or equivalent prigments added to match the colour of the tile or contrast of tile as per specifications, rubbing, washing, curing, cleaning and protecting finished surface from scratches, damage,stains and other damages at level with POP over bubbled polythene sheet or equivalent etc., complete. 
100mm height",providing laying sloped clay tile skirting of x per is 1478 1992 thick of 1st class quality in approved colors shades to floor in required position set on bed of cement mortar 1 4 1 cement 4 manufactured sand of minimum thk to required slopes as per drawing incl cement slurry matching the design patterns joints to run vertically with spacers leveling lining grouting the joints with greycement mixed grouts or equivalent prigments added to match the colour of the tile or contrast of tile as per specifications rubbing washing curing cleaning and protecting finished surface from scratches damage stains and other damages at level with pop over bubbled polythene sheet or equivalent etc complete height,m,3647.0,,tile,,,False,0.796,kgCO2e/kg,ICE V4.1 — Ceramic Tile,has_ef,,predict_cci,False,keyword,
Eco,Terrace Slabs,terrace slabs,m3,2357.0,,concrete,M30,,False,331.2,kgCO2e/m3,ICE V4.1 Concrete CEM I M30,has_ef,,predict_cci,False,grade_propagation,M30
Eco,UG Sump,ug sump,m3,976.0,,concrete,M30,,False,331.2,kgCO2e/m3,ICE V4.1 Concrete CEM I M30,has_ef,,predict_cci,False,grade_propagation,M30
Eco,STP,stp,m3,1592.0,,concrete,M30,,False,331.2,kgCO2e/m3,ICE V4.1 Concrete CEM I M30,has_ef,,predict_cci,False,grade_propagation,M30
Eco,OHT,oht,m3,414.0,,concrete,M30,,False,331.2,kgCO2e/m3,ICE V4.1 Concrete CEM I M30,has_ef,,predict_cci,False,grade_propagation,M30
Eco,Staircase head rooms,staircase head rooms,m3,72.0,,concrete,M30,,False,331.2,kgCO2e/m3,ICE V4.1 Concrete CEM I M30,has_ef,,predict_cci,False,grade_propagation,M30
Eco,"Providing and applying VOC free, Flexible, fast setting seamless spray applied,Pure Polyurea water proof coating consisting of two component rapid  curing polyurea   system   with   tensile   strength   15MPa   and temperature resistance between -20deg.C to +120deg celcius,  1.4mm average thick, which shall be applied over necessary priming coat as per the recommendation of the manufacturer. The application shall be done by using high pressure two component spray proportioning equipment like Graco XP2.
Treatment shall be provided from standard manufacturers like BASF, SIKA, FOSROC or equivalent.
",providing and applying voc free flexible fast setting seamless spray applied pure polyurea water proof coating consisting of two component rapid curing polyurea system with tensile strength 15mpa and temperature resistance between 20deg c to 120deg celcius 1 average thick which shall be applied over necessary priming coat as per the recommendation of the manufacturer the application shall be done by using high pressure two component spray proportioning equipment like graco xp2 treatment shall be provided from standard manufacturers like basf sika fosroc or equivalent,m2,141.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,section_context,M30
Eco,"1. Before starting waterproofing works the surface of the wall and floor should be made free of any loose particles, vegetation, grease, oily matters etc. All tie rod
holes  should  be  filled  properly.  All  honeycombs  should  be  repaired  as  per approved repair procedures. Any damp spots on the walls should be attended by
grouting with slurry cement mixed with flow enhancers like cebex 100 or equivalent until the leak or dampness is arrested.
2. All penetrations should be made water tight. Waterproofing details near the· penetrations should be submitted to the client and approval to be obtained prior to start the work. When pipes are fixed in the openings left out while casting structure, the  filling of the space between  pipe and concrete  shall  be
carried out by approved non shrink cementitous grout. The portion of the pipe having interface with grout shall be roughened by spraying sand over epoxy bonding agent applied on the pipe and old concrete surface in contact with pipe.
3. Pond the pool by keeping water for full depth for atleast 72 hours. Any leakage or dampness  on the  surface  should  be arrested  by treating  the  concrete  by: injection of PU grout or any other suitable method acceptable to the client.
4. After  preparing  the tank as  mentioned above apply Single component, elastomeric liquid cold applied Poly Urethane membrane for floors ( Thickness  as per manufacturer specification but shall not be less than 1.5mm thickness) with over 400% elongation and sufficient tensile  strength  (minimum  4MPa}  .The  spray applied  membrane  should  be seamless,  free  of  any  holes. Applicator  should establish the continuity of the membrane with proper overlaps on the wall surfaces to a minimum of 300 mm from FFL with suitable test methods. 
5. After completion of waterproofing and allowing curing time, the ponding test shall be carried out to ensure water tightness for a period of 72 hours .
6.Thereafter Providing and laying 250 GSM non woven polypropylene geotextile for horizontal surface.
7.Treatment shall be provided from standard manufacturers like BASF, SIKA, FOSROC or equivalent.",1 before starting waterproofing works the surface of the wall and floor should be made free of any loose particles vegetation grease oily matters etc all tie rod holes should be filled properly all honeycombs should be repaired as per approved repair procedures any damp spots on the walls should be attended by grouting with slurry cement mixed with flow enhancers like cebex 100 or equivalent until the leak or dampness is arrested 2 all penetrations should be made water tight waterproofing details near the penetrations should be submitted to the client and approval to be obtained prior to start the work when pipes are fixed in the openings left out while casting structure the filling of the space between pipe and concrete shall be carried out by approved non shrink cementitous grout the portion of the pipe having interface with grout shall be roughened by spraying sand over epoxy bonding agent applied on the pipe and old concrete surface in contact with pipe 3 pond the pool by keeping water for full depth for atleast 72 hours any leakage or dampness on the surface should be arrested by treating the concrete by injection of pu grout or any other suitable method acceptable to the client 4 after preparing the tank as mentioned above apply single component elastomeric liquid cold applied poly urethane membrane for floors thickness as per manufacturer specification but shall not be less than 1 thickness with over 400 elongation and sufficient tensile strength minimum 4mpa the spray applied membrane should be seamless free of any holes applicator should establish the continuity of the membrane with proper overlaps on the wall surfaces to a minimum of from ffl with suitable test methods 5 after completion of waterproofing and allowing curing time the ponding test shall be carried out to ensure water tightness for a period of 72 hours 6 thereafter providing and laying 250 gsm non woven polypropylene geotextile for horizontal surface 7 treatment shall be provided from standard manufacturers like basf sika fosroc or equivalent,m2,561.0,,tile,,,False,0.796,kgCO2e/kg,ICE V4.1 — Ceramic Tile,has_ef,,predict_cci,False,keyword,
Eco,"Providing & Laying average 50mm THK protective screed of M15 grade to required slope containing 12 mm downsize aggregates, with a smooth finish, well compacted, curing for 7 days etc. complete.Cracks shall be strictly avoided in screed concrete.",providing laying average thk protective screed of m15 grade to required slope containing downsize aggregates with a smooth finish well compacted curing for 7 days etc complete cracks shall be strictly avoided in screed concrete,m2,561.0,,concrete,M15,50.0,False,13.405,kgCO2e/m2,ICE V4.1 Concrete CEM I M15 × 50mm,has_ef,,predict_cci,False,keyword,M15
Eco,"On vertical surface : Providing and applying  12 mm thick protective plaster on the wall in cement mortar (1:4) , including mixing integral waterproofing compound as per manufacturer specifications including bonding agent application on the coated surface to receive the plaster.",on vertical surface providing and applying thick protective plaster on the wall in cement mortar 1 4 including mixing integral waterproofing compound as per manufacturer specifications including bonding agent application on the coated surface to receive the plaster,m2,141.0,,waterproofing,,,False,,,,no_ice_ef,,no_ef_no_cci,False,keyword,M15
Eco,Extruded aluminum (Mill finish) expansion joint system (System withstand vehicles upto 5T load),extruded aluminum mill finish expansion joint system system withstand vehicles upto 5t load,m,2080.0,,aluminium,,,False,6.669,kgCO2e/kg,"ICE V4.1 — Aluminium, European Mix",has_ef,,predict_cci,False,keyword,M15
Eco,Min. 150mm wide and having 2mm thk ,min wide and having thk,m,2080.0,,concrete,M15,,False,268.1,kgCO2e/m3,"ICE V4.1 Concrete CEM I M15 [unit=m, review]",has_ef,,predict_cci,False,section_context,M15
Eco,Compression seal,compression seal,m,308.0,,concrete,M15,,False,268.1,kgCO2e/m3,"ICE V4.1 Concrete CEM I M15 [unit=m, review]",has_ef,,predict_cci,False,section_context,M15
Eco,Upto 175mm wide using 3 mm thk plate,upto wide using thk plate,m,308.0,,concrete,M15,,False,268.1,kgCO2e/m3,"ICE V4.1 Concrete CEM I M15 [unit=m, review]",has_ef,,predict_cci,False,section_context,M15
Eco,Parking floors,parking floors,m,2080.0,,concrete,M15,,False,268.1,kgCO2e/m3,"ICE V4.1 Concrete CEM I M15 [unit=m, review]",has_ef,,predict_cci,False,section_context,M15
Eco,GF-Terrace,gf terrace,m,2668.0,,concrete,M15,,False,268.1,kgCO2e/m3,"ICE V4.1 Concrete CEM I M15 [unit=m, review]",has_ef,,predict_cci,False,section_context,M15
Eco,Masterflex 610 of BASF make,masterflex 610 of basf make,m,400.0,,sealant,,,False,,,,no_ice_ef,,no_ef_no_cci,False,keyword,M15
