source,description,grade,unit_clean,quantity_m3,ef_baseline,scenario,ggbs_fraction,ef_adjusted,carbon_kgCO2e,premium_inr,saved_per_m3
Bot,Providing and laying Plum concrete using lean concrete of grade M5 wherever spec,M5,m3,1879.0,150.6,A_baseline,0.0,150.6,282977.4,0.0,0.0
Bot,Providing and laying Plum concrete using lean concrete of grade M5 wherever spec,M5,m3,1879.0,150.6,B_30pct,0.3,105.0,197295.0,119786.25,45.6
Bot,Providing and laying Plum concrete using lean concrete of grade M5 wherever spec,M5,m3,1879.0,150.6,C_50pct,0.5,74.6,140173.4,199643.75,76.0
Bot,"Below raft, Footings, Grade Slab etc",M10,m3,2828.0,232.8,A_baseline,0.0,232.8,658358.4,0.0,0.0
Bot,"Below raft, Footings, Grade Slab etc",M10,m3,2828.0,232.8,B_30pct,0.3,175.8,497162.4,180285.0,57.0
Bot,"Below raft, Footings, Grade Slab etc",M10,m3,2828.0,232.8,C_50pct,0.5,137.8,389698.4,300475.0,95.0
Bot,"Foundations for all vertical elements including independent, combined, raft, etc",M30,m3,13932.0,331.2,A_baseline,0.0,331.2,4614278.4,0.0,0.0
Bot,"Foundations for all vertical elements including independent, combined, raft, etc",M30,m3,13932.0,331.2,B_30pct,0.3,251.4,3502504.8,888165.0,79.8
Bot,"Foundations for all vertical elements including independent, combined, raft, etc",M30,m3,13932.0,331.2,C_50pct,0.5,198.2,2761322.4,1480275.0,133.0
Bot,Grade slab ,M30,m3,2825.0,331.2,A_baseline,0.0,331.2,935640.0,0.0,0.0
Bot,Grade slab ,M30,m3,2825.0,331.2,B_30pct,0.3,251.4,710205.0,180093.75,79.8
Bot,Grade slab ,M30,m3,2825.0,331.2,C_50pct,0.5,198.2,559915.0,300156.25,133.0
Bot,Retaining Wall,M30,m3,1045.0,331.2,A_baseline,0.0,331.2,346104.0,0.0,0.0
Bot,Retaining Wall,M30,m3,1045.0,331.2,B_30pct,0.3,251.4,262713.0,66618.75,79.8
Bot,Retaining Wall,M30,m3,1045.0,331.2,C_50pct,0.5,198.2,207119.0,111031.25,133.0
Bot,Ramp Beam,M30,m3,120.0,331.2,A_baseline,0.0,331.2,39744.0,0.0,0.0
Bot,Ramp Beam,M30,m3,120.0,331.2,B_30pct,0.3,251.4,30168.0,7650.0,79.8
Bot,Ramp Beam,M30,m3,120.0,331.2,C_50pct,0.5,198.2,23784.0,12750.0,133.0
Bot,Ramp slab,M30,m3,344.0,331.2,A_baseline,0.0,331.2,113932.8,0.0,0.0
Bot,Ramp slab,M30,m3,344.0,331.2,B_30pct,0.3,251.4,86481.6,21930.0,79.8
Bot,Ramp slab,M30,m3,344.0,331.2,C_50pct,0.5,198.2,68180.8,36550.0,133.0
Bot,Pedestals,M30,m3,30.0,331.2,A_baseline,0.0,331.2,9936.0,0.0,0.0
Bot,Pedestals,M30,m3,30.0,331.2,B_30pct,0.3,251.4,7542.0,1912.5,79.8
Bot,Pedestals,M30,m3,30.0,331.2,C_50pct,0.5,198.2,5946.0,3187.5,133.0
Bot,Trenches / Ramp drain ,M30,m3,588.0,331.2,A_baseline,0.0,331.2,194745.6,0.0,0.0
Bot,Trenches / Ramp drain ,M30,m3,588.0,331.2,B_30pct,0.3,251.4,147823.2,37485.0,79.8
Bot,Trenches / Ramp drain ,M30,m3,588.0,331.2,C_50pct,0.5,198.2,116541.6,62475.0,133.0
Bot,Lintels,M30,m3,95.0,331.2,A_baseline,0.0,331.2,31464.0,0.0,0.0
Bot,Lintels,M30,m3,95.0,331.2,B_30pct,0.3,251.4,23883.0,6056.25,79.8
Bot,Lintels,M30,m3,95.0,331.2,C_50pct,0.5,198.2,18829.0,10093.75,133.0
Bot,Plinth Beam,M30,m3,20.0,331.2,A_baseline,0.0,331.2,6624.0,0.0,0.0
Bot,Plinth Beam,M30,m3,20.0,331.2,B_30pct,0.3,251.4,5028.0,1275.0,79.8
Bot,Plinth Beam,M30,m3,20.0,331.2,C_50pct,0.5,198.2,3964.0,2125.0,133.0
Bot,Parapet wall,M30,m3,766.0,331.2,A_baseline,0.0,331.2,253699.2,0.0,0.0
Bot,Parapet wall,M30,m3,766.0,331.2,B_30pct,0.3,251.4,192572.4,48832.5,79.8
Bot,Parapet wall,M30,m3,766.0,331.2,C_50pct,0.5,198.2,151821.2,81387.5,133.0
Bot,RC Upstands,M30,m3,322.0,331.2,A_baseline,0.0,331.2,106646.4,0.0,0.0
Bot,RC Upstands,M30,m3,322.0,331.2,B_30pct,0.3,251.4,80950.8,20527.5,79.8
Bot,RC Upstands,M30,m3,322.0,331.2,C_50pct,0.5,198.2,63820.4,34212.5,133.0
Bot,Bottom Slab,M30,m3,305.0,331.2,A_baseline,0.0,331.2,101016.0,0.0,0.0
Bot,Bottom Slab,M30,m3,305.0,331.2,B_30pct,0.3,251.4,76677.0,19443.75,79.8
Bot,Bottom Slab,M30,m3,305.0,331.2,C_50pct,0.5,198.2,60451.0,32406.25,133.0
Bot,Walls,M30,m3,290.0,331.2,A_baseline,0.0,331.2,96048.0,0.0,0.0
Bot,Walls,M30,m3,290.0,331.2,B_30pct,0.3,251.4,72906.0,18487.5,79.8
Bot,Walls,M30,m3,290.0,331.2,C_50pct,0.5,198.2,57478.0,30812.5,133.0
Bot,Top Slab,M30,m3,155.0,331.2,A_baseline,0.0,331.2,51336.0,0.0,0.0
Bot,Top Slab,M30,m3,155.0,331.2,B_30pct,0.3,251.4,38967.0,9881.25,79.8
Bot,Top Slab,M30,m3,155.0,331.2,C_50pct,0.5,198.2,30721.0,16468.75,133.0
Bot,Staircase,M30,m3,5.0,331.2,A_baseline,0.0,331.2,1656.0,0.0,0.0
Bot,Staircase,M30,m3,5.0,331.2,B_30pct,0.3,251.4,1257.0,318.75,79.8
Bot,Staircase,M30,m3,5.0,331.2,C_50pct,0.5,198.2,991.0,531.25,133.0
Bot,Basement ,M30,m3,60.0,331.2,A_baseline,0.0,331.2,19872.0,0.0,0.0
Bot,Basement ,M30,m3,60.0,331.2,B_30pct,0.3,251.4,15084.0,3825.0,79.8
Bot,Basement ,M30,m3,60.0,331.2,C_50pct,0.5,198.2,11892.0,6375.0,133.0
Bot,Stilt floor,M30,m3,82.0,331.2,A_baseline,0.0,331.2,27158.4,0.0,0.0
Bot,Stilt floor,M30,m3,82.0,331.2,B_30pct,0.3,251.4,20614.8,5227.5,79.8
Bot,Stilt floor,M30,m3,82.0,331.2,C_50pct,0.5,198.2,16252.4,8712.5,133.0
Bot,1st floor,M30,m3,78.0,331.2,A_baseline,0.0,331.2,25833.6,0.0,0.0
Bot,1st floor,M30,m3,78.0,331.2,B_30pct,0.3,251.4,19609.2,4972.5,79.8
Bot,1st floor,M30,m3,78.0,331.2,C_50pct,0.5,198.2,15459.6,8287.5,133.0
Bot,2nd floor,M30,m3,78.0,331.2,A_baseline,0.0,331.2,25833.6,0.0,0.0
Bot,2nd floor,M30,m3,78.0,331.2,B_30pct,0.3,251.4,19609.2,4972.5,79.8
Bot,2nd floor,M30,m3,78.0,331.2,C_50pct,0.5,198.2,15459.6,8287.5,133.0
Bot,3rd floor,M30,m3,78.0,331.2,A_baseline,0.0,331.2,25833.6,0.0,0.0
Bot,3rd floor,M30,m3,78.0,331.2,B_30pct,0.3,251.4,19609.2,4972.5,79.8
Bot,3rd floor,M30,m3,78.0,331.2,C_50pct,0.5,198.2,15459.6,8287.5,133.0
Bot,4th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,4th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,4th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,5th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,5th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,5th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,6th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,6th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,6th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,7th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,7th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,7th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,8th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,8th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,8th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,9th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,9th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,9th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,10th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,10th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,10th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,11th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,11th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,11th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,12th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,12th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,12th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,13th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,13th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,13th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,14th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,14th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,14th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,15th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,15th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,15th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,16th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,16th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,16th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,17th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,17th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,17th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,18th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Bot,18th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Bot,18th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Bot,19th floor,M30,m3,16.0,331.2,A_baseline,0.0,331.2,5299.2,0.0,0.0
Bot,19th floor,M30,m3,16.0,331.2,B_30pct,0.3,251.4,4022.4,1020.0,79.8
Bot,19th floor,M30,m3,16.0,331.2,C_50pct,0.5,198.2,3171.2,1700.0,133.0
Bot,20th floor,M30,m3,16.0,331.2,A_baseline,0.0,331.2,5299.2,0.0,0.0
Bot,20th floor,M30,m3,16.0,331.2,B_30pct,0.3,251.4,4022.4,1020.0,79.8
Bot,20th floor,M30,m3,16.0,331.2,C_50pct,0.5,198.2,3171.2,1700.0,133.0
Bot,21st floor,M30,m3,16.0,331.2,A_baseline,0.0,331.2,5299.2,0.0,0.0
Bot,21st floor,M30,m3,16.0,331.2,B_30pct,0.3,251.4,4022.4,1020.0,79.8
Bot,21st floor,M30,m3,16.0,331.2,C_50pct,0.5,198.2,3171.2,1700.0,133.0
Bot,22nd floor,M30,m3,16.0,331.2,A_baseline,0.0,331.2,5299.2,0.0,0.0
Bot,22nd floor,M30,m3,16.0,331.2,B_30pct,0.3,251.4,4022.4,1020.0,79.8
Bot,22nd floor,M30,m3,16.0,331.2,C_50pct,0.5,198.2,3171.2,1700.0,133.0
Bot,23rd floor,M30,m3,16.0,331.2,A_baseline,0.0,331.2,5299.2,0.0,0.0
Bot,23rd floor,M30,m3,16.0,331.2,B_30pct,0.3,251.4,4022.4,1020.0,79.8
Bot,23rd floor,M30,m3,16.0,331.2,C_50pct,0.5,198.2,3171.2,1700.0,133.0
Bot,24th floor,M30,m3,16.0,331.2,A_baseline,0.0,331.2,5299.2,0.0,0.0
Bot,24th floor,M30,m3,16.0,331.2,B_30pct,0.3,251.4,4022.4,1020.0,79.8
Bot,24th floor,M30,m3,16.0,331.2,C_50pct,0.5,198.2,3171.2,1700.0,133.0
Bot,Terrace floor,M30,m3,826.0,331.2,A_baseline,0.0,331.2,273571.2,0.0,0.0
Bot,Terrace floor,M30,m3,826.0,331.2,B_30pct,0.3,251.4,207656.4,52657.5,79.8
Bot,Terrace floor,M30,m3,826.0,331.2,C_50pct,0.5,198.2,163713.2,87762.5,133.0
Bot,Above Terrace,M30,m3,140.0,331.2,A_baseline,0.0,331.2,46368.0,0.0,0.0
Bot,Above Terrace,M30,m3,140.0,331.2,B_30pct,0.3,251.4,35196.0,8925.0,79.8
Bot,Above Terrace,M30,m3,140.0,331.2,C_50pct,0.5,198.2,27748.0,14875.0,133.0
Bot,Ground floor,M50,m3,141.0,420.0,A_baseline,0.0,420.0,59220.0,0.0,0.0
Bot,Ground floor,M50,m3,141.0,420.0,B_30pct,0.3,317.4,44753.4,8988.75,102.6
Bot,Ground floor,M50,m3,141.0,420.0,C_50pct,0.5,249.0,35109.0,14981.25,171.0
Bot,Foundation-Stilt,M50,m3,1353.0,420.0,A_baseline,0.0,420.0,568260.0,0.0,0.0
Bot,Foundation-Stilt,M50,m3,1353.0,420.0,B_30pct,0.3,317.4,429442.2,86253.75,102.6
Bot,Foundation-Stilt,M50,m3,1353.0,420.0,C_50pct,0.5,249.0,336897.0,143756.25,171.0
Bot,Foundation - Ground floor,M40,m3,125.0,381.5,A_baseline,0.0,381.5,47687.5,0.0,0.0
Bot,Foundation - Ground floor,M40,m3,125.0,381.5,B_30pct,0.3,290.3,36287.5,7968.75,91.2
Bot,Foundation - Ground floor,M40,m3,125.0,381.5,C_50pct,0.5,229.5,28687.5,13281.25,152.0
Bot,Elevation features - Fins/Window Boxing/others etc - all levels,M30,m3,1136.0,331.2,A_baseline,0.0,331.2,376243.2,0.0,0.0
Bot,Elevation features - Fins/Window Boxing/others etc - all levels,M30,m3,1136.0,331.2,B_30pct,0.3,251.4,285590.4,72420.0,79.8
Bot,Elevation features - Fins/Window Boxing/others etc - all levels,M30,m3,1136.0,331.2,C_50pct,0.5,198.2,225155.2,120700.0,133.0
Bot,75mm thick on  average,M20,m3,25.0,284.9,A_baseline,0.0,284.9,7122.5,0.0,0.0
Bot,75mm thick on  average,M20,m3,25.0,284.9,B_30pct,0.3,216.5,5412.5,1593.75,68.4
Bot,75mm thick on  average,M20,m3,25.0,284.9,C_50pct,0.5,170.9,4272.5,2656.25,114.0
Bot,100mm thick  on average,M20,m3,4213.0,284.9,A_baseline,0.0,284.9,1200283.7,0.0,0.0
Bot,100mm thick  on average,M20,m3,4213.0,284.9,B_30pct,0.3,216.5,912114.5,268578.75,68.4
Bot,100mm thick  on average,M20,m3,4213.0,284.9,C_50pct,0.5,170.9,720001.7,447631.25,114.0
Bot,Terrace Slabs,M30,m3,3701.0,331.2,A_baseline,0.0,331.2,1225771.2,0.0,0.0
Bot,Terrace Slabs,M30,m3,3701.0,331.2,B_30pct,0.3,251.4,930431.4,235938.75,79.8
Bot,Terrace Slabs,M30,m3,3701.0,331.2,C_50pct,0.5,198.2,733538.2,393231.25,133.0
Bot,UG Sump,M30,m3,755.0,331.2,A_baseline,0.0,331.2,250056.0,0.0,0.0
Bot,UG Sump,M30,m3,755.0,331.2,B_30pct,0.3,251.4,189807.0,48131.25,79.8
Bot,UG Sump,M30,m3,755.0,331.2,C_50pct,0.5,198.2,149641.0,80218.75,133.0
Bot,STP,M30,m3,672.0,331.2,A_baseline,0.0,331.2,222566.4,0.0,0.0
Bot,STP,M30,m3,672.0,331.2,B_30pct,0.3,251.4,168940.8,42840.0,79.8
Bot,STP,M30,m3,672.0,331.2,C_50pct,0.5,198.2,133190.4,71400.0,133.0
Bot,OHT,M30,m3,405.0,331.2,A_baseline,0.0,331.2,134136.0,0.0,0.0
Bot,OHT,M30,m3,405.0,331.2,B_30pct,0.3,251.4,101817.0,25818.75,79.8
Bot,OHT,M30,m3,405.0,331.2,C_50pct,0.5,198.2,80271.0,43031.25,133.0
Bot,Staircase head rooms,M30,m3,262.0,331.2,A_baseline,0.0,331.2,86774.4,0.0,0.0
Bot,Staircase head rooms,M30,m3,262.0,331.2,B_30pct,0.3,251.4,65866.8,16702.5,79.8
Bot,Staircase head rooms,M30,m3,262.0,331.2,C_50pct,0.5,198.2,51928.4,27837.5,133.0
Bot,Rain Water Sump,M30,m3,759.0,331.2,A_baseline,0.0,331.2,251380.8,0.0,0.0
Bot,Rain Water Sump,M30,m3,759.0,331.2,B_30pct,0.3,251.4,190812.6,48386.25,79.8
Bot,Rain Water Sump,M30,m3,759.0,331.2,C_50pct,0.5,198.2,150433.8,80643.75,133.0
Bot,Excavation in all kind of soils for laying sub soil drainage pipe upto 160mm dia,M15,m3,250.0,268.1,A_baseline,0.0,268.1,67025.0,0.0,0.0
Bot,Excavation in all kind of soils for laying sub soil drainage pipe upto 160mm dia,M15,m3,250.0,268.1,B_30pct,0.3,204.26,51065.0,15937.5,63.84
Bot,Excavation in all kind of soils for laying sub soil drainage pipe upto 160mm dia,M15,m3,250.0,268.1,C_50pct,0.5,161.7,40425.0,26562.5,106.4
Bot,Providing and laying plain cement concrete of grade M10 at all levels using coar,M10,m3,50.0,232.8,A_baseline,0.0,232.8,11640.0,0.0,0.0
Bot,Providing and laying plain cement concrete of grade M10 at all levels using coar,M10,m3,50.0,232.8,B_30pct,0.3,175.8,8790.0,3187.5,57.0
Bot,Providing and laying plain cement concrete of grade M10 at all levels using coar,M10,m3,50.0,232.8,C_50pct,0.5,137.8,6890.0,5312.5,95.0
Bot,Providing and laying 20mm single size aggregate for sub-soil drainage system to ,M10,m3,110.0,232.8,A_baseline,0.0,232.8,25608.0,0.0,0.0
Bot,Providing and laying 20mm single size aggregate for sub-soil drainage system to ,M10,m3,110.0,232.8,B_30pct,0.3,175.8,19338.0,7012.5,57.0
Bot,Providing and laying 20mm single size aggregate for sub-soil drainage system to ,M10,m3,110.0,232.8,C_50pct,0.5,137.8,15158.0,11687.5,95.0
Bot,Supplying and laying PCC support blocks of 1:3:6 concrete mix of sizes as given ,M10,m3,90.0,232.8,A_baseline,0.0,232.8,20952.0,0.0,0.0
Bot,Supplying and laying PCC support blocks of 1:3:6 concrete mix of sizes as given ,M10,m3,90.0,232.8,B_30pct,0.3,175.8,15822.0,5737.5,57.0
Bot,Supplying and laying PCC support blocks of 1:3:6 concrete mix of sizes as given ,M10,m3,90.0,232.8,C_50pct,0.5,137.8,12402.0,9562.5,95.0
Eco,Providing and laying Plum concrete using lean concrete  of grade M5 wherever spe,M5,m3,231.0,150.6,A_baseline,0.0,150.6,34788.6,0.0,0.0
Eco,Providing and laying Plum concrete using lean concrete  of grade M5 wherever spe,M5,m3,231.0,150.6,B_30pct,0.3,105.0,24255.0,14726.25,45.6
Eco,Providing and laying Plum concrete using lean concrete  of grade M5 wherever spe,M5,m3,231.0,150.6,C_50pct,0.5,74.6,17232.6,24543.75,76.0
Eco,"Below raft , Footings, Grade Slab etc",M10,m3,1931.0,232.8,A_baseline,0.0,232.8,449536.8,0.0,0.0
Eco,"Below raft , Footings, Grade Slab etc",M10,m3,1931.0,232.8,B_30pct,0.3,175.8,339469.8,123101.25,57.0
Eco,"Below raft , Footings, Grade Slab etc",M10,m3,1931.0,232.8,C_50pct,0.5,137.8,266091.8,205168.75,95.0
Eco,"Foundations for all vertical elements including independent, combined, raft, etc",M30,m3,13791.0,331.2,A_baseline,0.0,331.2,4567579.2,0.0,0.0
Eco,"Foundations for all vertical elements including independent, combined, raft, etc",M30,m3,13791.0,331.2,B_30pct,0.3,251.4,3467057.4,879176.25,79.8
Eco,"Foundations for all vertical elements including independent, combined, raft, etc",M30,m3,13791.0,331.2,C_50pct,0.5,198.2,2733376.2,1465293.75,133.0
Eco,Grade slab ,M30,m3,1427.0,331.2,A_baseline,0.0,331.2,472622.4,0.0,0.0
Eco,Grade slab ,M30,m3,1427.0,331.2,B_30pct,0.3,251.4,358747.8,90971.25,79.8
Eco,Grade slab ,M30,m3,1427.0,331.2,C_50pct,0.5,198.2,282831.4,151618.75,133.0
Eco,Retaining Wall,M30,m3,876.45,331.2,A_baseline,0.0,331.2,290280.24,0.0,0.0
Eco,Retaining Wall,M30,m3,876.45,331.2,B_30pct,0.3,251.4,220339.53,55873.69,79.8
Eco,Retaining Wall,M30,m3,876.45,331.2,C_50pct,0.5,198.2,173712.39,93122.81,133.0
Eco,Ramp Beam,M30,m3,50.0,331.2,A_baseline,0.0,331.2,16560.0,0.0,0.0
Eco,Ramp Beam,M30,m3,50.0,331.2,B_30pct,0.3,251.4,12570.0,3187.5,79.8
Eco,Ramp Beam,M30,m3,50.0,331.2,C_50pct,0.5,198.2,9910.0,5312.5,133.0
Eco,Ramp slab,M30,m3,566.0,331.2,A_baseline,0.0,331.2,187459.2,0.0,0.0
Eco,Ramp slab,M30,m3,566.0,331.2,B_30pct,0.3,251.4,142292.4,36082.5,79.8
Eco,Ramp slab,M30,m3,566.0,331.2,C_50pct,0.5,198.2,112181.2,60137.5,133.0
Eco,Pedestals,M30,m3,209.0,331.2,A_baseline,0.0,331.2,69220.8,0.0,0.0
Eco,Pedestals,M30,m3,209.0,331.2,B_30pct,0.3,251.4,52542.6,13323.75,79.8
Eco,Pedestals,M30,m3,209.0,331.2,C_50pct,0.5,198.2,41423.8,22206.25,133.0
Eco,Trenches / Ramp drain ,M30,m3,108.0,331.2,A_baseline,0.0,331.2,35769.6,0.0,0.0
Eco,Trenches / Ramp drain ,M30,m3,108.0,331.2,B_30pct,0.3,251.4,27151.2,6885.0,79.8
Eco,Trenches / Ramp drain ,M30,m3,108.0,331.2,C_50pct,0.5,198.2,21405.6,11475.0,133.0
Eco,Lintels,M30,m3,65.0,331.2,A_baseline,0.0,331.2,21528.0,0.0,0.0
Eco,Lintels,M30,m3,65.0,331.2,B_30pct,0.3,251.4,16341.0,4143.75,79.8
Eco,Lintels,M30,m3,65.0,331.2,C_50pct,0.5,198.2,12883.0,6906.25,133.0
Eco,Parapet wall,M30,m3,446.0,331.2,A_baseline,0.0,331.2,147715.2,0.0,0.0
Eco,Parapet wall,M30,m3,446.0,331.2,B_30pct,0.3,251.4,112124.4,28432.5,79.8
Eco,Parapet wall,M30,m3,446.0,331.2,C_50pct,0.5,198.2,88397.2,47387.5,133.0
Eco,Bottom Slab,M30,m3,412.0,331.2,A_baseline,0.0,331.2,136454.4,0.0,0.0
Eco,Bottom Slab,M30,m3,412.0,331.2,B_30pct,0.3,251.4,103576.8,26265.0,79.8
Eco,Bottom Slab,M30,m3,412.0,331.2,C_50pct,0.5,198.2,81658.4,43775.0,133.0
Eco,Walls,M30,m3,391.0,331.2,A_baseline,0.0,331.2,129499.2,0.0,0.0
Eco,Walls,M30,m3,391.0,331.2,B_30pct,0.3,251.4,98297.4,24926.25,79.8
Eco,Walls,M30,m3,391.0,331.2,C_50pct,0.5,198.2,77496.2,41543.75,133.0
Eco,Top Slab,M30,m3,165.0,331.2,A_baseline,0.0,331.2,54648.0,0.0,0.0
Eco,Top Slab,M30,m3,165.0,331.2,B_30pct,0.3,251.4,41481.0,10518.75,79.8
Eco,Top Slab,M30,m3,165.0,331.2,C_50pct,0.5,198.2,32703.0,17531.25,133.0
Eco,Staircase,M30,m3,8.0,331.2,A_baseline,0.0,331.2,2649.6,0.0,0.0
Eco,Staircase,M30,m3,8.0,331.2,B_30pct,0.3,251.4,2011.2,510.0,79.8
Eco,Staircase,M30,m3,8.0,331.2,C_50pct,0.5,198.2,1585.6,850.0,133.0
Eco,Basement ,M30,m3,45.0,331.2,A_baseline,0.0,331.2,14904.0,0.0,0.0
Eco,Basement ,M30,m3,45.0,331.2,B_30pct,0.3,251.4,11313.0,2868.75,79.8
Eco,Basement ,M30,m3,45.0,331.2,C_50pct,0.5,198.2,8919.0,4781.25,133.0
Eco,Stilt floor,M30,m3,100.0,331.2,A_baseline,0.0,331.2,33120.0,0.0,0.0
Eco,Stilt floor,M30,m3,100.0,331.2,B_30pct,0.3,251.4,25140.0,6375.0,79.8
Eco,Stilt floor,M30,m3,100.0,331.2,C_50pct,0.5,198.2,19820.0,10625.0,133.0
Eco,1st floor,M30,m3,100.0,331.2,A_baseline,0.0,331.2,33120.0,0.0,0.0
Eco,1st floor,M30,m3,100.0,331.2,B_30pct,0.3,251.4,25140.0,6375.0,79.8
Eco,1st floor,M30,m3,100.0,331.2,C_50pct,0.5,198.2,19820.0,10625.0,133.0
Eco,2nd floor,M30,m3,100.0,331.2,A_baseline,0.0,331.2,33120.0,0.0,0.0
Eco,2nd floor,M30,m3,100.0,331.2,B_30pct,0.3,251.4,25140.0,6375.0,79.8
Eco,2nd floor,M30,m3,100.0,331.2,C_50pct,0.5,198.2,19820.0,10625.0,133.0
Eco,3rd floor,M30,m3,100.0,331.2,A_baseline,0.0,331.2,33120.0,0.0,0.0
Eco,3rd floor,M30,m3,100.0,331.2,B_30pct,0.3,251.4,25140.0,6375.0,79.8
Eco,3rd floor,M30,m3,100.0,331.2,C_50pct,0.5,198.2,19820.0,10625.0,133.0
Eco,4th floor,M30,m3,85.0,331.2,A_baseline,0.0,331.2,28152.0,0.0,0.0
Eco,4th floor,M30,m3,85.0,331.2,B_30pct,0.3,251.4,21369.0,5418.75,79.8
Eco,4th floor,M30,m3,85.0,331.2,C_50pct,0.5,198.2,16847.0,9031.25,133.0
Eco,5th floor,M30,m3,85.0,331.2,A_baseline,0.0,331.2,28152.0,0.0,0.0
Eco,5th floor,M30,m3,85.0,331.2,B_30pct,0.3,251.4,21369.0,5418.75,79.8
Eco,5th floor,M30,m3,85.0,331.2,C_50pct,0.5,198.2,16847.0,9031.25,133.0
Eco,6th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
Eco,6th floor,M30,m3,72.0,331.2,B_30pct,0.3,251.4,18100.8,4590.0,79.8
Eco,6th floor,M30,m3,72.0,331.2,C_50pct,0.5,198.2,14270.4,7650.0,133.0
Eco,7th floor,M30,m3,72.0,331.2,A_baseline,0.0,331.2,23846.4,0.0,0.0
